org,year,survey,target,cluster_id,edu,age,female,black,weight
cbsnyt,7,9158,1,44,4,1,1,0,652
cbsnyt,7,9158,0,34,2,2,1,1,583
cbsnyt,7,9158,0,21,3,3,1,0,676
cbsnyt,7,9158,1,6,3,2,0,0,842
cbsnyt,7,9158,0,21,4,2,1,1,809
cbsnyt,7,9158,1,17,2,2,1,0,804
cbsnyt,7,9158,0,39,4,2,0,0,708
cbsnyt,7,9158,0,14,2,2,1,0,804
cbsnyt,7,9158,1,36,4,3,0,0,883
cbsnyt,7,9158,1,36,2,1,1,0,1120
cbsnyt,7,9158,NA,19,2,4,1,0,880
cbsnyt,7,9158,NA,26,3,2,0,0,384
cbsnyt,7,9158,NA,43,2,1,1,0,1101
cbsnyt,7,9158,1,5,2,3,0,0,1171
cbsnyt,7,9158,1,14,2,1,1,0,560
cbsnyt,7,9158,1,36,3,1,1,0,1383
cbsnyt,7,9158,1,5,3,1,1,0,1012
cbsnyt,7,9158,1,24,4,2,1,0,279
cbsnyt,7,9158,1,25,4,1,0,0,1240
cbsnyt,7,9158,0,44,3,1,0,0,1150
cbsnyt,7,9158,0,14,3,2,1,1,893
cbsnyt,7,9158,0,14,3,2,1,0,605
cbsnyt,7,9158,1,3,2,3,1,0,924
cbsnyt,7,9158,1,15,2,3,1,0,421
cbsnyt,7,9158,1,5,2,2,1,0,221
cbsnyt,7,9158,1,1,2,3,1,0,827
cbsnyt,7,9158,1,1,2,1,0,1,1112
cbsnyt,7,9158,1,44,4,2,1,0,274
cbsnyt,7,9158,1,25,2,2,0,0,501
cbsnyt,7,9158,1,16,4,2,1,0,279
cbsnyt,7,9158,0,14,4,1,1,0,663
cbsnyt,7,9158,0,27,3,3,1,0,755
cbsnyt,7,9158,1,25,4,2,1,0,822
cbsnyt,7,9158,1,48,3,3,0,0,479
cbsnyt,7,9158,1,50,1,1,0,0,2840
cbsnyt,7,9158,1,4,2,3,1,0,827
cbsnyt,7,9158,1,14,1,1,1,0,1120
cbsnyt,7,9158,0,26,4,2,1,0,279
cbsnyt,7,9158,0,19,2,2,1,0,395
cbsnyt,7,9158,0,26,1,4,0,0,1344
cbsnyt,7,9158,1,1,2,1,0,0,1396
cbsnyt,7,9158,1,25,4,2,0,0,1043
cbsnyt,7,9158,1,43,1,2,0,0,2294
cbsnyt,7,9158,0,44,2,3,1,0,827
cbsnyt,7,9158,NA,26,2,2,1,0,603
cbsnyt,7,9158,0,50,3,3,0,0,872
cbsnyt,7,9158,0,3,2,3,1,0,924
cbsnyt,7,9158,1,24,4,2,1,0,279
cbsnyt,7,9158,NA,43,4,3,1,0,342
cbsnyt,7,9158,1,44,4,3,0,0,868
cbsnyt,7,9158,1,1,2,2,0,0,1003
cbsnyt,7,9158,1,14,3,3,1,0,344
cbsnyt,7,9158,1,5,2,3,1,0,924
cbsnyt,7,9158,1,5,2,1,1,0,3071
cbsnyt,7,9158,1,45,3,4,0,0,1003
cbsnyt,7,9158,1,51,3,2,0,0,842
cbsnyt,7,9158,1,5,3,3,1,0,377
cbsnyt,7,9158,1,45,2,2,1,0,882
cbsnyt,7,9158,1,48,3,2,0,0,842
cbsnyt,7,9158,1,5,4,2,0,0,776
cbsnyt,7,9158,1,3,4,4,0,0,882
cbsnyt,7,9158,0,27,2,2,1,0,1324
cbsnyt,7,9158,0,5,2,3,1,0,1385
cbsnyt,7,9158,0,38,4,2,1,0,612
cbsnyt,7,9158,1,5,4,3,1,0,382
cbsnyt,7,9158,0,5,1,3,0,0,2989
cbsnyt,7,9158,1,5,2,4,0,0,1246
cbsnyt,7,9158,1,5,3,2,1,0,332
cbsnyt,7,9158,NA,5,3,1,1,1,746
cbsnyt,7,9158,NA,48,2,2,1,0,882
cbsnyt,7,9158,NA,5,1,1,0,0,1558
cbsnyt,7,9158,1,5,4,4,1,0,348
cbsnyt,7,9158,0,5,4,1,1,0,727
cbsnyt,7,9158,0,32,2,3,1,0,924
cbsnyt,7,9158,0,5,4,1,0,0,461
cbsnyt,7,9158,1,6,3,1,1,0,506
cbsnyt,7,9158,NA,5,2,2,0,0,1119
cbsnyt,7,9158,1,29,4,1,0,0,923
cbsnyt,7,9158,0,5,3,2,1,0,332
cbsnyt,7,9158,1,3,2,3,1,0,924
cbsnyt,7,9158,1,5,3,1,1,0,1012
cbsnyt,7,9158,0,5,2,2,0,0,1119
cbsnyt,7,9158,0,5,3,3,1,1,1114
cbsnyt,7,9158,NA,48,4,4,0,0,441
